labnames,clusters
glu_MyAD_RS22330_AMP_binding_NZ_CP011022__4801096_4802254_____,88
ser_AT705_RS10880_AMP_binding_NZ_CP013611__2460861_2462064_____,88
glu_a0671_Glu_AAG05812.1_A1_not_in_mibig_pyoverdine_Glu_,88
glu_A9C11_RS15880_AMP_binding_NZ_CP015878__3624141_3625341_____,88
ser_a0578_Ser_AAX16327.1_A1_not_in_mibig_pyoverdine_Ser_,88
ser_a0041_Ser_AAX16297.1_A1_not_in_mibig_pyoverdine_Ser_,88
ser_a0030_Ser_AAX16360.1_A3_not_in_mibig_pyoverdine_Ser_,88
ser_a0043_Ser_AAX16297.1_A3_not_in_mibig_pyoverdine_Ser_,88
ser_a0045_Ser_AAX16361.1_A1_not_in_mibig____pyoverdine_Ser_,88
ser_a0759_Ser_AAO55666.1_A2_not_in_mibig_pyoverdine_Ser_,88
ser_a0176_Ser_AAO55667.1_A2_not_in_mibig_pyoverdine_Ser_,88
ser_A2G96_RS26055_AMP_binding_NZ_CP014845__1082349_1083570_____,88
ser_SB85_RS14435_AMP_binding_NZ_CP010409__3522669_3523866_____,88
ser_AXX16_RS10050_AMP_binding_NZ_CP014474__2199207_2200446_____,88
ser_JCM16456_RS16275_AMP_binding_NZ_AP014636__238728_239964_____,88
ser_SOCE26_RS18690_AMP_binding_NZ_CP012673__5068332_5069553_____,88
ser_b0288_Ser_BAP05591.1_A1_BGC0000967_calyculin_Ser_,88
ser_B0B51_RS14415_AMP_binding_NZ_CP019911__3031893_3033099_____,88
ser_B9G99_RS11750_AMP_binding_NZ_CP021323__2541659_2542868_____,88
ser_a0428_Ser_AGM14933.1_A5_BGC0000463_xantholysin_Ser_,88
ser_b0244_Ser_AFJ23826.1_A2_BGC0000462_WLIP_Ser_,88
ser_b0242_Ser_AFJ23825.1_A4_BGC0000462_WLIP_Ser_,88
ser_b0451_Ser_AGE25479.1_A4_BGC0001208_poaeamide_Ser_,88
ser_a0259_Ser_CCJ67637.1_A3_BGC0000447_tolaasin_NOTE,88
ser_a0283_Ser_AFH75320.1_A3_BGC0000425_sessilin_NOTE,88
ser_a0256_Ser_CCJ67636.1_A3_BGC0000447_tolaasin_NOTE,88
ser_b0488_Ser_ANQ43348.1_A4_BGC0001347_poaeamide_b_Ser_,88
ser_a0642_Ser_AFZ61526.1_A2_BGC0000462_WLIP_Ser_,88
ser_a0640_Ser_AFZ61525.1_A4_BGC0000462_WLIP_Ser_,88
leu_b0454_Leu_AGE25480.1_A3_BGC0001208_poaeamide_Leu_,88
ser_b0491_Ser_ANQ43349.1_A3_BGC0001347_poaeamide_b_Ser_,88
ser_a0219_Ser_BAC67536.1_A2_BGC0000305_arthrofactin_Ser_,88
ser_a0577_Ser_BAC67535.1_A4_BGC0000305_arthrofactin_Ser_,88
ser_a0164_Ser_AFH75329.1_A4_BGC0000398_orfamide_Ser_,88
ser_a0167_Ser_AFH75330.1_A3_BGC0000398_orfamide_Ser_,88
ser_a0299_Ser_CDF96614.1_A1_BGC0001149_brabantamide_Ser_,88
ser_ACA40_RS12930_AMP_binding_NZ_CP013183__2974599_2975832_____,88
ser_b0195_Ser_AED90002.1_A1_BGC0000443_thanamycin_Ser_,88
ser_a0558_Ser_AF047828.1_A1_BGC0000437_syringomycin_Ser_,88
ser_a0069_Ser_AAO72425.1_A6_BGC0000438_syringopeptin_Ser_,88
ser_a0559_Ser_AF047828.1_A2_BGC0000437_syringomycin_Ser_,88
ser_CLSAP_RS17105_AMP_binding_NZ_CP016087__3707439_3708642_____,88
ser_DDA3537_RS08255_AMP_binding_NZ_CM001982__1822922_1824128_____,88
ser_a0772_Ser_CAD29797.1_A1_BGC0001015_microcystin_Ser_,88
ser_b0327_Ser_AAO62586.1_A1_BGC0001016_microcystin_Ser_,88
ser_b0334_Ser_AAF00960.1_A1_BGC0001017_microcystin_LR_Ser_,88
ser_a0635_Ser_BAA83992.1_A1_not_in_mibig_microcystin_Ser_,88
ser_CDC32_RS14775_AMP_binding_NZ_AP018288__3728688_3729894_____,88
ser_b0163_Ser_ABA23460.1_A1_BGC0000427_shinorine_Ser_,88
ser_a0238_Ser_AAO23334.1_A2_BGC0000397_nostocyclopeptide_Ser_,88
ser_a0591_Ser_AAF15891.2_A2_BGC0001028_nostopeptolide_Ser_,88
gln_CBW65_RS22930_AMP_binding_NZ_CP021434__4940341_4941541_____,88
ser_BS333_RS04515_AMP_binding_NZ_CP018616__946122_947376_____,88
ser_GBRO_RS18470_AMP_binding_NC_013441__3937319_3938525_____,88
ser_AKI40_RS17975_AMP_binding_NZ_CP012487__3748461_3749676_____,88
ser_a0217_Ser_AAA92015.1_A1_not_in_mibig_enterobactin_Ser_,88
ser_a0737_Ser_AAN42148.1_A1_not_in_mibig_enterobactin_Ser_,88
ser_a0609_Ser_CP001614.2_A2_BGC0000451_turnerbactin_Ser_,88
ser_MARME_RS06845_AMP_binding_NC_015276__1523215_1524481_____,88
ser_C6H38_RS05400_AMP_binding_NZ_LT963402__1109881_1111090_____,88
ser_PNC201_RS03630_AMP_binding_NZ_CP022522__839836_841069_____,88
ser_b0290_Ser_BAP05597.1_A1_BGC0000967_calyculin_Ser_,88
ser_b0286_Ser_BAP05589.1_A1_BGC0000967_calyculin_Ser_,88
ser_AT705_RS16845_AMP_binding_NZ_CP013611__3910758_3912003_____,88
ser_B1L02_RS18180_AMP_binding_NZ_CP021646__4000675_4001899_____,88
ser_BLT28_RS06295_AMP_binding_NZ_LT629701__1468060_1469269_____,88
ser_BSQ33_RS06925_AMP_binding_NZ_CP018835__1526642_1527869_____,88
UNKNOWN_A176_RS15195_AMP_binding_NZ_CP012109__3974598_3975813_____,88
ser_a0319_Ser_YP_631961.1_A6_BGC0000393_myxoprincomide_Ser_,88
ser_a0314_Ser_YP_631961.1_A1_BGC0000393_myxoprincomide_Ser_,88
ser_a0317_Ser_YP_631961.1_A4_BGC0000393_myxoprincomide_Ser_,88
ser_a0344_Ser_CBG75492.1_A2_BGC0000423_scabichelin_Ser_,88
ser_AQF52_RS04705_AMP_binding_NZ_CP013129__1067019_1068267_____,88
gln_A7B19_RS18510_AMP_binding_NZ_CP015726__4564359_4565592_____,88
gln_KY5_RS17405_AMP_binding_NZ_CP022685__4099586_4100810_____,88
ser_a0340_Ser_EFE73313.1_A1_BGC0000431_stenothricin_Ser_,88
ser_a0325_Ser_EFE73312.1_A3_BGC0000431_stenothricin_Ser_,88
ser_b0466_Ser_EWM63002.1_A1_BGC0001328_rakicidin_Ser_,88
ser_b0463_Ser_WP_030498974.1_A1_BGC0001327_rakicidin_Ser_,88
ser_b0473_Ser_WP_019032755.1_A2_BGC0001331_BE-43547A1_Ser_,88
ser_b0469_Ser_WP_053065269.1_A2_BGC0001330_BE-43547A1_Ser_,88
UNKNOWN_C4B68_RS01225_AMP_binding_NZ_CP026652__254006_255242_____,88
ser_B005_RS19360_AMP_binding_NC_018524__4503902_4505150_____,88
UNKNOWN_SHJG_RS07145_AMP_binding_NC_017765__1672646_1673870_____,88
ser_MFUL124B02_RS44255_AMP_binding_NZ_CP006003__5397920_5399129_____,88
ser_ACZ75_RS05630_AMP_binding_NZ_CP012201__1507192_1508407_____,88
ser_a0092_Ser_AAX31558.1_A6_BGC0000336_daptomycin_Ser_,88
ser_a0229_Ser_CAB38518.1_A1_BGC0000315_calcium_dependent_antibiotic_,88
glu_SACE_RS20785_AMP_binding_NC_009142__4780225_4781404_____,88
UNKNOWN_TL08_RS15660_AMP_binding_NZ_CP014859__3589107_3590265_____,88
ser_CXB49_RS14075_AMP_binding_NZ_CP025429__3140519_3141710_____,88
ser_CFP65_RS03830_AMP_binding_NZ_CP025394__857438_858623_____,88
ser_a0348_Ser_EWS95122.1_A1_BGC0000306_arylomycin_Ser_,88
ser_A8713_RS00430_AMP_binding_NZ_CP015849__102146_103370_____,88
UNKNOWN_BLU81_RS09900_AMP_binding_NZ_LT629758__2157647_2158874_____,88
ser_Spa2297_RS32270_AMP_binding_NZ_CP015867__16118_17306_____,88
UNKNOWN_GLE_RS09200_AMP_binding_NZ_CP013140__2265319_2266528_____,88
UNKNOWN_PSED_RS01270_AMP_binding_NC_015312__277875_279021_____,88
ser_BBK82_RS35385_AMP_binding_NZ_CP016793__7341358_7342558_____,88
ser_BCM27_RS14510_AMP_binding_NZ_CP016594__3223065_3224361_____,88
ser_a0767_Ser_AAG02359.1_A1_BGC0000963_bleomycin_Ser_,88
ser_b0375_Ser_ABL74940.1_A1_BGC0001048_tallysomycin_Ser_,88
ser_AMIR_RS35900_AMP_binding_NC_013093__4310815_4311994_____,88
ser_C6V83_RS07805_AMP_binding_NZ_CP027433__1697385_1698612_____,88
ser_AOA12_RS09085_AMP_binding_NZ_CP012697__1996760_1997897_____,88
ser_HMPREF0733_RS10370_AMP_binding_NC_014643__2436224_2437574_____,88
UNKNOWN_BVV19_RS11090_AMP_binding_NZ_CP019089__2251703_2252939______BV__,88
ser_A6122_RS03970_AMP_binding_NZ_CP015515__879416_880640_____,88
ser_XNC2_RS07560_AMP_binding_NZ_LN681227__1695518_1696736_____,88
ser_ABE83_RS01180_AMP_binding_NZ_CP011522__283758_284976_____,88
ser_BLU53_RS05420_AMP_binding_NZ_LT629789__1254610_1255807_____,88
ser_GA0074704_RS21010_AMP_binding_NZ_LT607751__4602412_4603630_____,88
ser_NONO_RS38485_AMP_binding_NZ_CP006850__7273963_7275151_____,88
ser_A3Q40_RS14875_AMP_binding_NZ_CP015219__3252708_3253593_____,88
ser_a0244_Ser_BAH31686.1_A2_BGC0000371_heterobactin_Ser_,88
UNKNOWN_AOT96_RS15260_AMP_binding_NZ_CP012749__3269826_3271023______A0__,88
ser_BN940_RS00265_AMP_binding_NZ_HG916765__72557_73799_____,88
ser_A8713_RS31455_AMP_binding_NZ_CP015849__7406628_7407828_____,88
ser_BBTA_RS17330_AMP_binding_NC_009485__3875911_3877126_____,88
UNKNOWN_CJU69_RS23170_AMP_binding_NZ_CP022915__4964123_4965350______BO__,88
glu_B1H20_RS33355_AMP_binding_NZ_CP020570__7686260_7687454_____,88
ser_C1701_RS17245_AMP_binding_NZ_CP025990__4042608_4043913_____,88
ser_GBRO_RS03160_AMP_binding_NC_013441__700961_702152_____,88
ser_a0489_Ser_AAY89051.1_A1_BGC0001069_chivosazole_Ser_,88
ser_b0414_Ser_CCA89328.1_A1_BGC0001111_rhizopodins_Ser_,88
ser_b0236_Ser_AGN74895.1_A1_BGC0000459_griseoviridin_Ser_,88
UNKNOWN_SPRI_RS35005_AMP_binding_NZ_CP011340__8179854_8181078______SPR__,88
glu_AQ611_RS10685_AMP_binding_NZ_CP013448__2410453_2411692_____,88
glu_BAU07_RS09105_AMP_binding_NZ_CP016172__2079041_2080259_____,88
glu_PP4_RS27475_AMP_binding_NC_021505__1446264_1447473_____,88
UNKNOWN_BVH73_RS08170_AMP_binding_NZ_CP020046__1749281_1750505_____,88
UNKNOWN_VAR608DRAFT_RS16415_AMP_binding_NZ_LT607803__3490964_3492185____,88
gln_A7U58_RS30370_AMP_binding_NZ_CP016639__3001025_3002318_____,88
gln_GA0070610_RS09945_AMP_binding_NZ_LT607733__2223561_2224755_____,88
UNKNOWN_SPRI_RS35525_AMP_binding_NZ_CP011340__8313944_8315147______SPR__,88
UNKNOWN_XNC2_RS07555_AMP_binding_NZ_LN681227__1689540_1690767_____,88
UNKNOWN_LILAB_RS25850_AMP_binding_NC_015711__6274615_6275818_____,88
UNKNOWN_MYSTI_RS17770_AMP_binding_NC_020126__4527962_4529174_____,88
gln_AS200_RS25180_AMP_binding_NZ_CP013743__5635548_5636751_____,88
UNKNOWN_ACSP50_RS04565_AMP_binding_NZ_LT827010__1015072_1016266_____,88
gln_GA0070610_RS25430_AMP_binding_NZ_LT607733__5926575_5927766_____,88
UNKNOWN_B446_RS23885_AMP_binding_NC_021985__5452885_5454076_____,88
gln_NAMU_RS19165_AMP_binding_NC_013235__4267345_4268551_____,88
gln_SACCYDRAFT_RS08575_AMP_binding_NZ_CM001440__1788533_1789769_____,88
UNKNOWN_A6E92_RS01950_AMP_binding_NZ_CP015362__455661_456876_____,88
gln_B7P44_RS18405_AMP_binding_NZ_CP020738__175235_176495_____,88
gln_TMO_RS26815_AMP_binding_NC_017958__676407_677565_____,88
gln_CXB49_RS08010_AMP_binding_NZ_CP025429__1735970_1737167_____,88
gln_SOCE26_RS12635_AMP_binding_NZ_CP012673__3355021_3356215_____,88
gln_GJA_RS00810_AMP_binding_NZ_HG322949__211019_212222_____,88
gln_AA314_RS19840_AMP_binding_NZ_CP011509__4963025_4964234_____,88
gln_PPIS_RS14805_AMP_binding_NZ_CP011924__3214650_3215811_____,88
gln_AKI39_RS03465_AMP_binding_NZ_CP012334__772012_773167_____,88
gln_DXXRW240_RS18395_AMP_binding_NZ_CM001973.2_4013071_4014226_____,88
gln_BLU95_RS39845_AMP_binding_NZ_LT629775__9595042_9596335_____,88
gln_TL08_RS14720_AMP_binding_NZ_CP014859__3354756_3355944_____,88
gln_SBI_RS31690_AMP_binding_NC_016582__7782615_7783536_____,88
gln_VB87_RS04295_AMP_binding_NC_013722__877008_878232_____,88
gln_GDI_RS13405_AMP_binding_NC_010125__2923261_2924491_____,88
gln_a0286_Gln_AFH75320.1_A6_BGC0000425_sessilin_NOTE,88
gln_a0263_Gln_CCJ67639.1_A1_BGC0000447_tolaasin_NOTE,88
gln_CYL20_RS00665_AMP_binding_NZ_CP025494__173587_174778_____,88
leu_a0290_Leu_AFH75321.1_A4_BGC0000425_sessilin_NOTE,88
gln_A8H32_RS04395_AMP_binding_NZ_CP020391__1018328_1019525_____,88
gln_GJA_RS24400_AMP_binding_NZ_HG322949__5644896_5646156_____,88
gln_C5L38_RS32110_AMP_binding_NZ_CP027022__7132117_7133383_____,88
gln_CIG75_RS10355_AMP_binding_NZ_CP022657__2416602_2417802_____,88
gln_a0436_Gln_AAX16325.1_A1_not_in_mibig_pyoverdine_Gln_,88
UNKNOWN_A6752_RS29915_AMP_binding_NZ_CP015649__6269961_6271173______HW__,88
gln_CXQ82_RS11770_AMP_binding_NZ_CP025263__2581778_2582981_____,88
gln_b0344_Gln_CAG29032.1_A4_BGC0001023_myxochromide_Gln_,88
gln_A176_RS13575_AMP_binding_NZ_CP012109__3467979_3469161_____,88
gln_BGLA_RS24795_AMP_binding_NC_015376__1340935_1342144_____,88
gln_a0495_Gln_BAH43766.1_A2_BGC0000452_tyrocidine_Gln_,88
gln_A616_RS15670_AMP_binding_NZ_CP023474__3132812_3134006_____,88
gln_BVH75_RS29370_AMP_binding_NZ_CP019232__15946_17152_____,88
gln_CY96_RS27590_AMP_binding_NZ_CP007513__122933_124136_____,88
gln_CBW65_RS06950_AMP_binding_NZ_CP021434__1531319_1532528_____,88
gln_CBW65_RS23325_AMP_binding_NZ_CP021434__5067766_5069002_____,88
gln_a0126_Gln_AHZ20774.1_A2_BGC0000369_hassallidins_Gln_,88
gln_ANA_RS15030_AMP_binding_NC_019427__3453798_3454989_____,88
gln_BZZ01_RS09575_AMP_binding_NZ_CP019636__2384459_2385668_____,88
gln_a0409_Gln_AEU11006.1_A1_BGC0001029_nostophycin_Gln_,88
gln_CA731_RS09805_AMP_binding_NZ_AP018317__2100149_2101373_____,88
gln_CBW65_RS19710_AMP_binding_NZ_CP021434__4255147_4256302_____,88
gln_CBW65_RS03740_AMP_binding_NZ_CP021434__809369_810575_____,88
UNKNOWN_CA724_RS00545_AMP_binding_NZ_AP018207__151949_153155_____,88
gln_BS614_RS08130_AMP_binding_NZ_CP018620__1841650_1842841_____,88
gln_BT148_RS11560_AMP_binding_NZ_LT632616__2525763_2526981_____,88
gln_LMI_RS13600_AMP_binding_NZ_LN614830__3043489_3044692_____,88
gln_CA727_RS25645_AMP_binding_NZ_AP018307__6461984_6463190_____,88
UNKNOWN_CNO08_RS12210_AMP_binding_NZ_CP023465__3046037_3047267_____,88
UNKNOWN_DXXMK7_RS00435_AMP_binding_NZ_CM001984__66697_67891______CVE23__,88
UNKNOWN_CKF48_RS11855_AMP_binding_NZ_CP022983__2302657_2303863_____,88
UNKNOWN_YBT020_RS25945_AMP_binding_NC_017200__4967325_4968258_____,88
gln_AFM16_RS35920_AMP_binding_NZ_CM007717__7957495_7958746_____,88
gln_Aeryth_RS13665_AMP_binding_NZ_CP011502__2872972_2874193_____,88
gln_VO01_RS05770_AMP_binding_NZ_CP011043__1198830_1200033_____,88
gln_AAW51_RS25895_AMP_binding_NZ_CP011371__6066114_6067350_____,88
gln_BUE84_RS13530_AMP_binding_NZ_CP018786__2984241_2985456_____,88
gln_A4G23_RS23370_AMP_binding_NZ_CP017316__5583482_5584688_____,88
gln_CGLAU_RS09940_AMP_binding_NZ_CP019688__2051333_2052500_____,88
gln_AFM16_RS26300_AMP_binding_NZ_CM007717__5759839_5761099_____,88
gln_BS333_RS19545_AMP_binding_NZ_CP018617__1295314_1296550_____,88
gln_PLU_RS13095_AMP_binding_NC_005126__3092801_3094034_____,88
UNKNOWN_XDD1_RS17910_AMP_binding_NZ_FO704550__4105701_4106634_____,88
gln_SPRO_RS08720_AMP_binding_NC_009832__1858863_1860096_____,88
gln_AMD27_RS12425_AMP_binding_NZ_CP015110__2617559_2618780_____,88
gln_UM93_RS06555_AMP_binding_NZ_CP011005__1409377_1410583_____,88
gln_AOR04_RS16200_AMP_binding_NZ_CP012737__3611344_3612553_____,88
arg_ACZ75_RS04070_AMP_binding_NZ_CP012201__994022_995171_____,88
UNKNOWN_C4B68_RS01210_AMP_binding_NZ_CP026652__249676_250873_____,88
UNKNOWN_HOCH_RS06595_AMP_binding_NC_013440__1823497_1824739_____,88
UNKNOWN_CBW65_RS23370_AMP_binding_NZ_CP021434__5088009_5089221_____,88
UNKNOWN_CIG75_RS10465_AMP_binding_NZ_CP022657__2459420_2460623_____,88
UNKNOWN_AA314_RS24425_AMP_binding_NZ_CP011509__6210258_6211476_____,88
UNKNOWN_AO356_RS26540_AMP_binding_NZ_CP012831__6026881_6028069_____,88
UNKNOWN_KALB_RS21265_AMP_binding_NZ_CP007155__4843017_4844193_____,88
UNKNOWN_CYLST_RS30070_AMP_binding_NC_020050__107825_109019_____,88
UNKNOWN_L083_RS07315_AMP_binding_NC_021191__1612577_1613765_____,88
glu_BSY238_RS10845_AMP_binding_NZ_CP016448__2345276_2346479_____,88
UNKNOWN_A3N95_RS10380_AMP_binding_NZ_CP014950__2109605_2110811_____,88
orn_FRAAL_RS32480_AMP_binding_NC_008278__4492287_4493580_____,88
orn_a0734_Orn_CAB53322.1_A1_BGC0000325_coelichelin_Orn|OH-Orn_,88
orn_a0243_Orn_BAH31686.1_A1_BGC0000371_heterobactin_Fo-OH-Orn_,88
orn_a0720_Orn_AAC82549.1_A1_BGC0000351_exochelin_Orn_,88
orn_AFA91_RS06970_AMP_binding_NZ_CP012150__1442313_1443546_____,88
UNKNOWN_AMES_RS31385_AMP_binding_NC_018266__6900484_6901669_____,88
UNKNOWN_AMES_RS31435_AMP_binding_NC_018266__6919998_6921192_____,88
gln_GA0070610_RS09960_AMP_binding_NZ_LT607733__2234775_2235999_____,88
UNKNOWN_MGMAQ_RS04780_AMP_binding_NZ_FO538765__1002913_1004119_____,88
UNKNOWN_GA0070621_RS12420_AMP_binding_NZ_LT594324__2843227_2844448_____,88
asn_b0467_Asn_EWM63007.1_A1_BGC0001328_rakicidin_OH-Asn_,88
asn_b0464_Asn_WP_030498977.1_A1_BGC0001327_rakicidin_OH-Asn_,88
UNKNOWN_BLU60_RS34770_AMP_binding_NZ_LT629768__7606450_7607659_____,88
UNKNOWN_SHJG_RS43435_AMP_binding_NC_017765__9914475_9915687_____,88
UNKNOWN_LMI_RS03080_AMP_binding_NZ_LN614830__684453_685695_____,88
UNKNOWN_P350_RS10180_AMP_binding_NZ_CP013730__2196998_2198252_____,88
UNKNOWN_AT984_RS10115_AMP_binding_NZ_CP013692__2299404_2300694_____,88
UNKNOWN_ACP90_RS20535_AMP_binding_NZ_CP011927__4460756_4461941_____,88
UNKNOWN_LMI_RS03070_AMP_binding_NZ_LN614830__674367_675585_____,88
hpg_AMIR_RS22820_AMP_binding_NC_013093__5437308_5438496_____,88
hpg_a0443_Hpg_AAT09804.1_A1_BGC0000395_nocardicin_a_Hpg|Cl2-Hpg_,88
hpg_AMIR_RS22825_AMP_binding_NC_013093__5451566_5452826_____,88
hpg_a0444_Hpg_AAT09804.1_A3_BGC0000395_nocardicin_a_Hpg|Cl2-Hpg_,88
hpg_AMIR_RS22825_AMP_binding_NC_013093__5445014_5446187_____,88
UNKNOWN_Rru_A3109_AMP_binding_NC_007643__3583182_3584397_____,88
UNKNOWN_CYAN8802_RS08930_AMP_binding_NC_013161__1899791_1900991______P__,88
UNKNOWN_VY86_RS05175_AMP_binding_NZ_CP011104__1313457_1314657_____,88
UNKNOWN_BOP93_RS17965_AMP_binding_NZ_CP018049__4007453_4008635_____,88
UNKNOWN_AMIS_RS15885_AMP_binding_NC_017093__3404085_3405291_____,88
UNKNOWN_AZL_RS32625_AMP_binding_NC_013860__82145_83354_____,88
UNKNOWN_SINAC_RS10205_AMP_binding_NC_019892__2555541_2556750_____,88
UNKNOWN_RB6500_AMP_binding_NC_005027__3445245_3446430_____,88
UNKNOWN_GA0070610_RS09940_AMP_binding_NZ_LT607733__2219882_2221085_____,88
UNKNOWN_BSL84_RS27630_AMP_binding_NZ_CP018870__6117350_6118589_____,88
UNKNOWN_SCE1572_RS20375_AMP_binding_NC_021658__5623059_5624271_____,88
glu_A7J05_RS33955_AMP_binding_NZ_CP015588__7746468_7747617_____,88
UNKNOWN_MMARE11_RS17480_AMP_binding_NZ_HG917972.2_4293820_4295017_____,88
UNKNOWN_BBK82_RS35515_AMP_binding_NZ_CP016793__7371835_7373005_____,88
UNKNOWN_PD630_RS42010_AMP_binding_NZ_CP003949__3811201_3812410_____,88
UNKNOWN_GA0070610_RS25425_AMP_binding_NZ_LT607733__5916967_5918152_____,88
UNKNOWN_AD017_RS04805_AMP_binding_NZ_CP012184__1052196_1053405_____,88
UNKNOWN_D172_RS03270_AMP_binding_NZ_CP013138__758160_759390_____,88
UNKNOWN_BZ13_RS08380_AMP_binding_NZ_CP010019__1746106_1747321_____,88
UNKNOWN_CDV26_RS07770_AMP_binding_NZ_CP022132__1449857_1451057_____,88
UNKNOWN_ABE83_RS21640_AMP_binding_NZ_CP011522__5162607_5163798_____,88
UNKNOWN_CLO1100_RS02835_AMP_binding_NC_016791__641482_642685_____,88
UNKNOWN_CEQ30_RS25140_AMP_binding_NZ_CP022088.2_5574591_5575842_____,88
UNKNOWN_CU7111_RS01670_AMP_binding_NC_020230__403676_404990_____,88
UNKNOWN_CSPHI_RS01615_AMP_binding_NZ_CP009248__351979_353224_____,88
UNKNOWN_A606_RS09995_AMP_binding_NC_021663__2239622_2240963_____,88
UNKNOWN_CKROP_RS10875_AMP_binding_NC_012704__2130905_2132396_____,88
UNKNOWN_B7C62_RS32935_AMP_binding_NZ_CP020563__7509024_7510275_____,88
UNKNOWN_SROT_RS06555_AMP_binding_NC_014168__1288132_1289305_____,88
UNKNOWN_ACH46_RS18390_AMP_binding_NZ_CP011853__3907625_3908789_____,88
UNKNOWN_TPAU_RS21575_AMP_binding_NC_014159__77708_78878_____,88
UNKNOWN_GBRO_RS03110_AMP_binding_NC_013441__685642_686815_____,88
lys_a0462_Lys_YP_116975.1_A1_BGC0001027_nocobactin_Lys_,88
lys_MYCSP_RS09190_AMP_binding_NZ_CP010271__1829498_1830677_____,88
UNKNOWN_VC42_RS15485_AMP_binding_NZ_CP010996__3326709_3327885_____,88
lys_a0784_Lys_CFJ82030.1_A1_not_in_mibig_bacillibactin_Lys_,88
lys_A3N95_RS10345_AMP_binding_NZ_CP014950__2100216_2101377_____,88
UNKNOWN_CNQ75_RS12485_AMP_binding_NZ_CP023345__2452669_2453863______LF__,88
UNKNOWN_A4E84_RS22075_AMP_binding_NZ_CP015098__4965233_4966472_____,88
UNKNOWN_B1H29_RS09210_AMP_binding_NZ_CP019724__2240926_2242159_____,88
leu_ID47_RS11640_AMP_binding_NZ_CP008941__1020885_1021752_____,88
UNKNOWN_ID47_RS11460_AMP_binding_NZ_CP008941__198039_199266_____,88
UNKNOWN_LHA_RS12120_AMP_binding_NZ_LN681225__2760638_2761862_____,88
rare_aa_b0527_Met_ADY76684.1_A1_BGC0000950_napsamycin_Met_,88
UNKNOWN_AVL59_RS23030_AMP_binding_NZ_CP016279__5407387_5408599_____,88
UNKNOWN_DC74_RS24645_AMP_binding_NZ_CP007574__5680826_5682083_____,88
UNKNOWN_NPUN_RS16330_AMP_binding_NC_010628__4013451_4014636_____,88
UNKNOWN_A4R28_RS13415_AMP_binding_NZ_CP015062__2718270_2719470_____,88
UNKNOWN_AD017_RS12145_AMP_binding_NZ_CP012184__2587772_2588993_____,88
lys_ABAZ39_RS06795_AMP_binding_NZ_CP007793__1433896_1435078_____,88
orn_LT85_RS13280_AMP_binding_NZ_CP009962__3014398_3015595_____,88
UNKNOWN_CK934_RS15160_AMP_binding_NZ_CP023254__3765559_3766726_____,88
UNKNOWN_AV944_RS07190_AMP_binding_NZ_CP013916__1469792_1470980_____,88
UNKNOWN_BLT28_RS19695_AMP_binding_NZ_LT629701__4443351_4444551_____,88
lys_HDEN_RS00455_AMP_binding_NC_014313__103447_104641_____,88
lys_Y958_RS02675_AMP_binding_NZ_CP022110__556194_557370_____,88
lys_A3N95_RS02350_AMP_binding_NZ_CP014950__470224_471361_____,88
lys_A0257_RS21680_AMP_binding_NZ_CP014771__4866833_4868009_____,88
lys_AY601_RS09620_AMP_binding_NZ_CP014504__2250132_2251320_____,88
lys_CB4_RS13295_AMP_binding_NZ_AP017312__2637284_2638478_____,88
lys_DMR_RS00605_AMP_binding_NC_012796__154257_155454_____,88
lys_CHA6605_RS09165_AMP_binding_NC_019697__1978966_1980013_____,88
lys_CAB17_RS05980_AMP_binding_NZ_CP025491__1399404_1400586_____,88
trp_SACE_RS23870_AMP_binding_NC_009142__5498427_5499531_____,88
trp_a0276_Trp_BAP16684.1_A1_BGC0000376_jbir-34_jbir-35_Trp|6Cl-Trp_,88
UNKNOWN_B1K54_RS05400_AMP_binding_NZ_CP019798__1193268_1194438_____,88
UNKNOWN_SCIM_RS08005_AMP_binding_NC_018073__1653280_1654471_____,88
UNKNOWN_SLGD_RS03950_AMP_binding_NC_013893__866074_867109______A6J61_R__,88
UNKNOWN_BCM27_RS05770_AMP_binding_NZ_CP016594__1265099_1266185_____,88
ile_GPOL_RS05600_AMP_binding_NC_016906__1307158_1308259_____,88
UNKNOWN_BCM27_RS05770_AMP_binding_NZ_CP016594__1260152_1261346_____,88
leu_GPOL_RS05600_AMP_binding_NC_016906__1302361_1303498_____,88
ala_DB32_RS21180_AMP_binding_NZ_CP011125__4981216_4982497_____,88
UNKNOWN_A7B19_RS31145_AMP_binding_NZ_CP015726__7366507_7367743_____,88
UNKNOWN_BXT88_RS02770_AMP_binding_NZ_CP019457__587569_588865_____,88
UNKNOWN_KSE_RS16475_AMP_binding_NC_016109__3736763_3737990_____,88
UNKNOWN_BN6_RS23150_AMP_binding_NC_019673__5317050_5318280_____,88
UNKNOWN_AMES_RS18565_AMP_binding_NC_018266__4015757_4016951_____,88
UNKNOWN_AORI_RS63660_AMP_binding_NC_021252__4978213_4979482_____,88
UNKNOWN_AJAP_RS19235_AMP_binding_NZ_CP008953__4142259_4143513_____,88
UNKNOWN_BBK82_RS26315_AMP_binding_NZ_CP016793__5327144_5328416_____,88
UNKNOWN_CFP65_RS29405_AMP_binding_NZ_CP025394__6897841_6899086_____,88
UNKNOWN_B590_RS21170_AMP_binding_NZ_CM002273__4937697_4938906_____,88
